transaction_date,user_id,is_free_trial,is_conversion_to_pay,price_in_usd
2023-10-18,465,False,False,2.99
2023-10-25,465,False,False,2.99
2023-09-26,488,True,False,
2023-10-03,488,False,True,2.99
2023-10-10,488,False,False,2.99
2023-10-24,488,False,False,2.99
2023-10-31,488,False,False,2.99
2023-11-07,488,False,False,2.99
2023-11-14,488,False,False,2.99
2023-11-21,488,False,False,2.99
2023-11-28,488,False,False,2.99
2023-12-05,488,False,False,2.99
2023-09-04,510,True,False,
2023-09-11,510,False,True,2.99
2023-09-13,540,True,False,
2023-09-20,540,False,True,2.99
2023-09-27,540,False,False,2.99
2023-09-06,543,True,False,
2023-09-08,550,True,False,
2023-09-15,550,False,True,2.99
2023-09-29,550,False,False,2.99
2023-10-06,550,False,False,2.99
2023-09-05,551,True,False,
2023-09-12,551,False,True,2.99
2023-09-27,556,True,False,
2023-09-11,570,True,False,
2023-09-18,570,False,True,2.99
2023-09-25,570,False,False,2.99
2023-09-14,578,True,False,
2023-09-11,585,True,False,
2023-09-14,589,True,False,
2023-09-06,602,True,False,
2023-09-24,605,True,False,
2023-09-04,631,True,False,
2023-09-17,632,True,False,
2023-09-19,649,True,False,
2023-09-27,661,True,False,
2023-10-04,661,False,True,2.99
2023-09-03,663,True,False,
2023-09-10,663,False,True,2.99
2023-09-17,663,False,False,2.99
2023-09-24,663,False,False,2.99
2023-09-13,669,True,False,
2023-09-20,669,False,True,2.99
2023-09-27,669,False,False,2.99
2023-09-23,678,True,False,
2023-09-30,678,False,True,2.99
2023-09-28,687,True,False,
2023-09-04,691,True,False,
2023-09-20,695,True,False,
2023-09-03,706,True,False,
2023-09-10,706,False,True,2.99
2023-09-17,706,False,False,2.99
2023-09-16,750,True,False,
2023-09-23,750,False,True,2.99
2023-09-12,753,True,False,
2023-09-09,761,True,False,
2023-09-02,764,True,False,
2023-09-09,764,False,True,2.99
2023-09-27,769,True,False,
2023-09-16,772,True,False,
2023-09-23,772,False,True,2.99
2023-09-30,772,False,False,2.99
2023-10-07,772,False,False,2.99
2023-10-14,772,False,False,2.99
2023-10-21,772,False,False,2.99
2023-10-28,772,False,False,2.99
2023-11-11,772,False,False,2.99
2023-09-07,794,True,False,
2023-09-14,794,False,True,2.99
2023-09-21,794,False,False,2.99
2023-10-05,794,False,False,2.99
2023-10-26,794,False,False,2.99
2023-11-02,794,False,False,2.99
2023-09-01,796,True,False,
2023-09-08,796,False,True,2.99
2023-09-28,806,True,False,
2023-10-05,806,False,True,2.99
2023-09-09,813,True,False,
2023-09-16,813,False,True,2.99
2023-09-23,813,False,False,2.99
2023-09-30,813,False,False,2.99
2023-10-07,813,False,False,2.99
2023-09-24,816,True,False,
2023-09-10,829,True,False,
2023-09-17,829,False,True,2.99
2023-09-24,829,False,False,2.99
2023-09-16,833,True,False,
2023-09-23,833,False,True,2.99
2023-09-30,833,False,False,2.99
2023-10-07,833,False,False,2.99
2023-10-14,833,False,False,2.99
2023-10-21,833,False,False,2.99
2023-10-28,833,False,False,2.99
2023-11-04,833,False,False,2.99
2023-09-23,835,True,False,
2023-09-11,840,True,False,
2023-09-18,840,False,True,2.99
2023-10-02,840,False,False,2.99
2023-09-14,856,True,False,
2023-09-21,856,False,True,2.99
2023-09-27,867,True,False,
2023-10-04,867,False,True,2.99
2023-09-04,872,True,False,
2023-09-11,872,False,True,2.99
2023-09-24,875,True,False,
2023-09-05,892,True,False,
2023-09-12,892,False,True,2.99
2023-09-03,895,True,False,
2023-09-26,930,True,False,
2023-10-03,930,False,True,2.99
2023-10-24,930,False,False,2.99
2023-09-12,937,True,False,
2023-09-19,943,True,False,
2023-09-18,947,True,False,
2023-09-25,947,False,True,2.99
2023-09-14,954,True,False,
2023-09-03,969,True,False,
2023-09-15,977,True,False,
2023-09-26,992,True,False,
2023-10-03,992,False,True,2.99
2023-10-10,992,False,False,2.99
2023-10-17,992,False,False,2.99
2023-09-22,998,True,False,
2023-09-29,998,False,True,2.99
2023-10-06,998,False,False,2.99
2023-10-13,998,False,False,2.99
2023-09-26,1000,True,False,
2023-10-03,1000,False,True,2.99
2023-10-01,1003,True,False,
2023-10-08,1003,False,True,2.99
2023-10-15,1003,False,False,2.99
2023-09-04,1006,True,False,
2023-09-04,1007,True,False,
2023-09-11,1007,False,True,2.99
2023-09-18,1007,False,False,2.99
2023-09-19,1010,True,False,
2023-09-10,1012,True,False,
2023-09-17,1012,False,True,2.99
2023-09-02,1013,True,False,
2023-09-03,1028,True,False,
2023-09-22,1031,True,False,
2023-09-19,1033,True,False,
2023-09-22,1043,True,False,
2023-09-27,1047,True,False,
2023-10-04,1047,False,True,2.99
2023-11-01,1047,False,False,2.99
2023-11-29,1047,False,False,2.99
2023-12-06,1047,False,False,2.99
2023-09-22,1060,True,False,
2023-09-29,1060,False,True,2.99
2023-10-06,1060,False,False,2.99
2023-10-20,1060,False,False,2.99
2023-10-27,1060,False,False,2.99
2023-11-03,1060,False,False,2.99
2023-11-17,1060,False,False,2.99
2023-11-24,1060,False,False,2.99
2023-12-15,1060,False,False,2.99
2023-12-22,1060,False,False,2.99
2023-12-29,1060,False,False,2.99
2024-01-05,1060,False,False,2.99
2024-01-12,1060,False,False,2.99
2023-09-08,1065,True,False,
2023-09-18,1067,True,False,
2023-09-18,1072,True,False,
2023-09-01,1077,True,False,
2023-09-14,1096,True,False,
2023-09-21,1096,False,True,2.99
2023-09-28,1118,True,False,
2023-09-26,1121,True,False,
2023-10-03,1121,False,True,2.99
2023-10-10,1121,False,False,2.99
2023-09-18,1124,True,False,
2023-09-25,1124,False,True,2.99
2023-09-22,1170,True,False,
2023-09-29,1170,False,True,2.99
2023-09-28,1180,True,False,
2023-09-25,1188,True,False,
2023-10-02,1188,False,True,2.99
2023-10-23,1188,False,False,2.99
2023-11-06,1188,False,False,2.99
2023-11-20,1188,False,False,2.99
2023-11-27,1188,False,False,2.99
2023-09-18,1196,True,False,
2023-09-25,1196,False,True,2.99
2023-10-02,1196,False,False,2.99
2023-09-10,1204,True,False,
2023-09-15,1213,True,False,
2023-09-22,1213,False,True,2.99
2023-10-06,1213,False,False,2.99
2023-10-13,1213,False,False,2.99
2023-10-20,1213,False,False,2.99
2023-10-27,1213,False,False,2.99
2023-11-03,1213,False,False,2.99
2023-11-10,1213,False,False,2.99
2023-11-17,1213,False,False,2.99
2023-12-01,1213,False,False,2.99
2023-12-08,1213,False,False,2.99
2023-12-15,1213,False,False,2.99
2023-12-29,1213,False,False,2.99
2023-09-08,1217,True,False,
2023-09-17,1218,True,False,
2023-09-13,1222,True,False,
2023-09-05,1235,True,False,
2023-09-19,1266,True,False,
2023-09-26,1266,False,True,2.99
2023-10-03,1266,False,False,2.99
2023-09-20,1267,True,False,
2023-09-08,1279,True,False,
2023-09-15,1279,False,True,2.99
2023-09-29,1296,True,False,
2023-10-06,1296,False,True,2.99
2023-10-13,1296,False,False,2.99
2023-10-20,1296,False,False,2.99
2023-09-13,1297,True,False,
2023-09-12,1299,True,False,
2023-09-19,1299,False,True,2.99
2023-09-17,1304,True,False,
2023-09-11,1305,True,False,
2023-09-10,1309,True,False,
2023-09-27,1315,True,False,
2023-09-22,1319,True,False,
2023-09-17,1322,True,False,
2023-09-07,1328,True,False,
2023-09-04,1331,True,False,
2023-09-11,1331,False,True,2.99
2023-09-11,1338,True,False,
2023-09-07,1339,True,False,
2023-09-14,1339,False,True,2.99
2023-09-21,1339,False,False,2.99
2023-09-28,1339,False,False,2.99
2023-10-12,1339,False,False,2.99
2023-09-22,1358,True,False,
2023-09-29,1358,False,True,2.99
2023-10-06,1358,False,False,2.99
2023-09-27,1360,True,False,
2023-09-10,1373,True,False,
2023-09-23,1380,True,False,
2023-09-17,1392,True,False,
2023-09-24,1403,True,False,
2023-10-01,1403,False,True,2.99
2023-10-15,1403,False,False,2.99
2023-10-22,1403,False,False,2.99
2023-10-29,1403,False,False,2.99
2023-09-14,1420,True,False,
2023-09-21,1420,False,True,2.99
2023-09-28,1420,False,False,2.99
2023-09-11,1426,True,False,
2023-09-14,1448,True,False,
2023-09-21,1448,False,True,2.99
2023-10-05,1448,False,False,2.99
2023-09-29,1451,True,False,
2023-10-06,1451,False,True,2.99
2023-10-13,1451,False,False,2.99
2023-09-18,1458,True,False,
2023-09-12,1461,True,False,
2023-09-19,1461,False,True,2.99
2023-10-03,1461,False,False,2.99
2023-10-10,1461,False,False,2.99
2023-10-17,1461,False,False,2.99
2023-11-07,1461,False,False,2.99
2023-11-14,1461,False,False,2.99
2023-11-28,1461,False,False,2.99
2023-09-05,1468,True,False,
2023-09-30,1471,True,False,
2023-09-18,1473,True,False,
2023-09-25,1473,False,True,2.99
2023-10-02,1473,False,False,2.99
2023-10-30,1473,False,False,2.99
2023-09-22,1475,True,False,
2023-09-08,1487,True,False,
2023-09-06,1512,True,False,
2023-09-13,1512,False,True,2.99
2023-09-23,1528,True,False,
2023-09-30,1528,False,True,2.99
2023-09-15,1536,True,False,
2023-09-12,1539,True,False,
2023-09-06,1546,True,False,
2023-09-13,1546,False,True,2.99
2023-09-27,1556,True,False,
2023-09-07,1559,True,False,
2023-09-06,1577,True,False,
2023-09-13,1577,False,True,2.99
2023-09-20,1577,False,False,2.99
2023-09-27,1577,False,False,2.99
2023-09-05,1590,True,False,
2023-09-13,1591,True,False,
2023-09-13,1603,True,False,
2023-09-20,1603,False,True,2.99
2023-09-27,1603,False,False,2.99
2023-10-11,1603,False,False,2.99
2023-10-18,1603,False,False,2.99
2023-11-01,1603,False,False,2.99
2023-09-11,1607,True,False,
2023-09-18,1607,False,True,2.99
2023-10-02,1607,False,False,2.99
2023-10-16,1607,False,False,2.99
2023-10-23,1607,False,False,2.99
2023-11-06,1607,False,False,2.99
2023-09-24,1611,True,False,
2023-09-09,1617,True,False,
2023-09-05,1630,True,False,
2023-09-12,1630,False,True,2.99
2023-09-11,1638,True,False,
2023-09-18,1638,False,True,2.99
2023-09-25,1638,False,False,2.99
2023-10-16,1638,False,False,2.99
2023-09-23,1654,True,False,
2023-09-02,1673,True,False,
2023-09-29,1677,True,False,
2023-10-06,1677,False,True,2.99
2023-09-28,1685,True,False,
2023-10-05,1685,False,True,2.99
2023-10-12,1685,False,False,2.99
2023-10-19,1685,False,False,2.99
2023-11-09,1685,False,False,2.99
2023-09-22,1708,True,False,
2023-09-29,1708,False,True,2.99
2023-10-13,1708,False,False,2.99
2023-09-25,1713,True,False,
2023-09-02,1724,True,False,
2023-09-09,1724,False,True,2.99
2023-09-23,1724,False,False,2.99
2023-09-16,1727,True,False,
2023-09-23,1727,False,True,2.99
2023-09-26,1745,True,False,
2023-10-02,1758,True,False,
2023-09-22,1761,True,False,
2023-09-27,1763,True,False,
2023-09-02,1794,True,False,
2023-09-09,1794,False,True,2.99
2023-09-02,1802,True,False,
2023-09-04,1817,True,False,
2023-09-08,1818,True,False,
2023-09-15,1818,False,True,2.99
2023-09-18,1838,True,False,
2023-09-07,1844,True,False,
2023-09-14,1844,False,True,2.99
2023-09-21,1844,False,False,2.99
2023-09-02,1845,True,False,
2023-09-09,1845,False,True,2.99
2023-09-29,1849,True,False,
2023-09-18,1851,True,False,
2023-09-25,1851,False,True,2.99
2023-10-09,1851,False,False,2.99
2023-10-16,1851,False,False,2.99
2023-10-30,1851,False,False,2.99
2023-11-13,1851,False,False,2.99
2023-11-20,1851,False,False,2.99
2023-09-22,1875,True,False,
2023-09-29,1875,False,True,2.99
2023-10-06,1875,False,False,2.99
2023-09-03,1876,True,False,
2023-09-16,1882,True,False,
2023-09-23,1882,False,True,2.99
2023-09-01,1884,True,False,
2023-09-06,1885,True,False,
2023-09-13,1885,False,True,2.99
2023-09-08,1901,True,False,
2023-09-22,1908,True,False,
2023-09-29,1908,False,True,2.99
2023-10-06,1908,False,False,2.99
2023-10-13,1908,False,False,2.99
2023-10-27,1908,False,False,2.99
2023-11-03,1908,False,False,2.99
2023-11-10,1908,False,False,2.99
2023-11-17,1908,False,False,2.99
2023-12-01,1908,False,False,2.99
2023-09-17,1910,True,False,
2023-09-17,1936,True,False,
2023-09-24,1936,False,True,2.99
2023-10-01,1936,False,False,2.99
2023-09-23,1960,True,False,
2023-09-12,1966,True,False,
2023-09-17,1973,True,False,
2023-09-24,1973,False,True,2.99
2023-10-08,1973,False,False,2.99
2023-09-04,1988,True,False,
2023-09-11,1988,False,True,2.99
2023-09-25,1988,False,False,2.99
2023-10-02,1988,False,False,2.99
2023-10-09,1988,False,False,2.99
2023-10-16,1988,False,False,2.99
2023-10-23,1988,False,False,2.99
2023-09-28,1990,True,False,
2023-10-05,1990,False,True,2.99
2023-10-19,1990,False,False,2.99
2023-09-18,1992,True,False,
2023-09-11,1996,True,False,
2023-09-07,2005,True,False,
2023-09-25,2010,True,False,
2023-10-02,2010,False,True,2.99
2023-09-04,2013,True,False,
2023-09-11,2013,False,True,2.99
2023-09-20,2020,True,False,
2023-09-27,2020,False,True,2.99
2023-09-11,2038,True,False,
2023-09-18,2038,False,True,2.99
2023-09-21,2052,True,False,
2023-09-29,2063,True,False,
2023-10-06,2063,False,True,2.99
2023-09-08,2075,True,False,
2023-09-15,2075,False,True,2.99
2023-09-22,2075,False,False,2.99
2023-10-20,2075,False,False,2.99
2023-10-27,2075,False,False,2.99
2023-11-03,2075,False,False,2.99
2023-11-10,2075,False,False,2.99
2023-11-17,2075,False,False,2.99
2023-11-24,2075,False,False,2.99
2023-12-01,2075,False,False,2.99
2023-09-14,2079,True,False,
2023-09-21,2079,False,True,2.99
2023-10-05,2079,False,False,2.99
2023-09-10,2106,True,False,
2023-09-25,2107,True,False,
2023-09-20,2113,True,False,
2023-09-27,2113,False,True,2.99
2023-09-09,2125,True,False,
2023-09-16,2125,False,True,2.99
2023-09-27,2126,True,False,
2023-09-21,2129,True,False,
2023-09-07,2131,True,False,
2023-09-11,2152,True,False,
2023-09-14,2175,True,False,
2023-09-17,2180,True,False,
2023-09-24,2180,False,True,2.99
2023-10-01,2180,False,False,2.99
2023-09-28,2187,True,False,
2023-09-13,2188,True,False,
2023-09-20,2188,False,True,2.99
2023-09-27,2188,False,False,2.99
2023-09-17,2195,True,False,
2023-09-24,2195,False,True,2.99
2023-10-01,2195,False,False,2.99
2023-10-08,2195,False,False,2.99
2023-10-15,2195,False,False,2.99
2023-10-29,2195,False,False,2.99
2023-11-05,2195,False,False,2.99
2023-11-12,2195,False,False,2.99
2023-11-19,2195,False,False,2.99
2023-12-10,2195,False,False,2.99
2023-12-17,2195,False,False,2.99
2023-12-24,2195,False,False,2.99
2023-12-31,2195,False,False,2.99
2024-01-21,2195,False,False,2.99
2024-01-28,2195,False,False,2.99
2023-09-17,2197,True,False,
2023-09-24,2197,False,True,2.99
2023-10-04,2202,True,False,
2023-09-14,2227,True,False,
2023-09-13,2232,True,False,
2023-09-12,2239,True,False,
2023-09-15,2253,True,False,
2023-09-16,2269,True,False,
2023-09-03,2281,True,False,
2023-09-10,2281,False,True,2.99
2023-09-17,2281,False,False,2.99
2023-10-08,2281,False,False,2.99
2023-10-22,2281,False,False,2.99
2023-10-29,2281,False,False,2.99
2023-09-11,2285,True,False,
2023-09-15,2309,True,False,
2023-09-06,2313,True,False,
2023-09-15,2345,True,False,
2023-09-22,2345,False,True,2.99
2023-09-29,2345,False,False,2.99
2023-09-20,2351,True,False,
2023-09-27,2351,False,True,2.99
2023-09-28,2369,True,False,
2023-10-05,2369,False,True,2.99
2023-10-12,2369,False,False,2.99
2023-09-26,2400,True,False,
2023-09-24,2412,True,False,
2023-10-01,2412,False,True,2.99
2023-10-22,2412,False,False,2.99
2023-09-30,2452,True,False,
2023-09-24,2474,True,False,
2023-10-01,2474,False,True,2.99
2023-09-21,2475,True,False,
2023-09-05,2479,True,False,
2023-09-07,2482,True,False,
2023-09-29,2483,True,False,
2023-10-06,2483,False,True,2.99
2023-10-13,2483,False,False,2.99
2023-11-03,2483,False,False,2.99
2023-09-12,2498,True,False,
2023-09-19,2498,False,True,2.99
2023-09-28,2517,True,False,
2023-10-05,2517,False,True,2.99
2023-10-12,2517,False,False,2.99
2023-09-01,2554,True,False,
2023-09-08,2554,False,True,2.99
2023-09-22,2554,False,False,2.99
2023-09-29,2554,False,False,2.99
2023-10-13,2554,False,False,2.99
2023-10-20,2554,False,False,2.99
2023-11-03,2554,False,False,2.99
2023-09-07,2563,True,False,
2023-09-25,2598,True,False,
2023-09-28,2617,True,False,
2023-09-19,2629,True,False,
2023-09-26,2629,False,True,2.99
2023-09-28,2641,True,False,
2023-09-06,2649,True,False,
2023-09-13,2649,False,True,2.99
2023-09-16,2652,True,False,
2023-09-07,2656,True,False,
2023-09-19,2683,True,False,
2023-09-26,2683,False,True,2.99
2023-09-15,2687,True,False,
2023-09-15,2689,True,False,
2023-09-22,2689,False,True,2.99
2023-09-29,2689,False,False,2.99
2023-09-07,2726,True,False,
2023-09-28,2756,True,False,
2023-09-10,2763,True,False,
2023-09-17,2763,False,True,2.99
2023-10-08,2763,False,False,2.99
2023-10-15,2763,False,False,2.99
2023-10-22,2763,False,False,2.99
2023-10-29,2763,False,False,2.99
2023-11-05,2763,False,False,2.99
2023-12-03,2763,False,False,2.99
2023-12-10,2763,False,False,2.99
2023-12-17,2763,False,False,2.99
2023-12-24,2763,False,False,2.99
2023-12-31,2763,False,False,2.99
2024-01-07,2763,False,False,2.99
2023-10-01,2766,True,False,
2023-09-04,2768,True,False,
2023-09-18,2772,True,False,
2023-09-18,2784,True,False,
2023-09-25,2784,False,True,2.99
2023-10-02,2784,False,False,2.99
2023-10-09,2784,False,False,2.99
2023-10-16,2784,False,False,2.99
2023-10-23,2784,False,False,2.99
2023-10-30,2784,False,False,2.99
2023-11-06,2784,False,False,2.99
2023-11-13,2784,False,False,2.99
2023-09-12,2788,True,False,
2023-09-19,2788,False,True,2.99
2023-09-03,2808,True,False,
2023-09-29,2836,True,False,
2023-10-06,2836,False,True,2.99
2023-10-13,2836,False,False,2.99
2023-09-14,2848,True,False,
2023-09-29,2862,True,False,
2023-09-16,2870,True,False,
2023-09-25,2883,True,False,
2023-10-02,2883,False,True,2.99
2023-10-16,2883,False,False,2.99
2023-10-23,2883,False,False,2.99
2023-09-25,2886,True,False,
2023-09-21,2914,True,False,
2023-09-24,2917,True,False,
2023-10-01,2917,False,True,2.99
2023-10-08,2917,False,False,2.99
2023-10-22,2917,False,False,2.99
2023-10-29,2917,False,False,2.99
2023-11-05,2917,False,False,2.99
2023-11-12,2917,False,False,2.99
2023-09-10,2926,True,False,
2023-09-15,2949,True,False,
2023-09-22,2949,False,True,2.99
2023-09-29,2949,False,False,2.99
2023-09-14,2970,True,False,
2023-09-17,2975,True,False,
2023-09-20,2977,True,False,
2023-09-27,2977,False,True,2.99
2023-10-11,2977,False,False,2.99
2023-10-18,2977,False,False,2.99
2023-11-01,2977,False,False,2.99
2023-11-08,2977,False,False,2.99
2023-11-29,2977,False,False,2.99
2023-12-13,2977,False,False,2.99
2023-12-20,2977,False,False,2.99
2023-09-25,2983,True,False,
2023-09-14,2986,True,False,
2023-09-08,2988,True,False,
2023-09-15,2988,False,True,2.99
2023-09-27,2989,True,False,
2023-09-24,2994,True,False,
2023-09-08,2995,True,False,
2023-09-12,2997,True,False,
2023-09-19,2997,False,True,2.99
2023-09-26,2997,False,False,2.99
2023-10-10,2997,False,False,2.99
2023-09-03,3001,True,False,
2023-09-27,3015,True,False,
2023-09-02,3018,True,False,
2023-09-09,3018,False,True,2.99
2023-09-29,3030,True,False,
2023-10-06,3030,False,True,2.99
2023-10-13,3030,False,False,2.99
2023-09-17,3033,True,False,
2023-09-24,3033,False,True,2.99
2023-10-01,3033,False,False,2.99
2023-10-08,3033,False,False,2.99
2023-10-15,3033,False,False,2.99
2023-10-29,3033,False,False,2.99
2023-09-24,3036,True,False,
2023-09-24,3041,True,False,
2023-09-11,3049,True,False,
2023-09-19,3051,True,False,
2023-09-26,3060,True,False,
2023-10-03,3060,False,True,2.99
2023-09-03,3075,True,False,
2023-09-10,3075,False,True,2.99
2023-09-24,3086,True,False,
2023-10-01,3086,False,True,2.99
2023-10-15,3086,False,False,2.99
2023-10-29,3086,False,False,2.99
2023-09-17,3098,True,False,
2023-09-24,3098,False,True,2.99
2023-09-10,3102,True,False,
2023-09-16,3105,True,False,
2023-09-23,3105,False,True,2.99
2023-09-11,3118,True,False,
2023-09-03,3120,True,False,
2023-09-27,3121,True,False,
2023-10-04,3121,False,True,2.99
2023-10-11,3121,False,False,2.99
2023-10-18,3121,False,False,2.99
2023-09-19,3124,True,False,
2023-09-26,3124,False,True,2.99
2023-09-13,3140,True,False,
2023-09-20,3140,False,True,2.99
2023-10-04,3140,False,False,2.99
2023-10-11,3140,False,False,2.99
2023-10-18,3140,False,False,2.99
2023-10-25,3140,False,False,2.99
2023-11-01,3140,False,False,2.99
2023-11-08,3140,False,False,2.99
2023-11-15,3140,False,False,2.99
2023-11-22,3140,False,False,2.99
2023-09-24,3152,True,False,
2023-10-01,3152,False,True,2.99
2023-09-10,3174,True,False,
2023-09-17,3174,False,True,2.99
2023-10-01,3174,False,False,2.99
2023-09-19,3180,True,False,
2023-09-29,3183,True,False,
2023-10-06,3183,False,True,2.99
2023-10-13,3183,False,False,2.99
2023-10-20,3183,False,False,2.99
2023-09-23,3184,True,False,
2023-09-30,3184,False,True,2.99
2023-09-09,3185,True,False,
2023-09-16,3185,False,True,2.99
2023-09-23,3185,False,False,2.99
2023-09-30,3185,False,False,2.99
2023-10-07,3185,False,False,2.99
2023-09-15,3191,True,False,
2023-09-03,3198,True,False,
2023-09-10,3198,False,True,2.99
2023-09-26,3209,True,False,
2023-09-03,3212,True,False,
2023-09-02,3254,True,False,
2023-09-04,3259,True,False,
2023-09-11,3259,False,True,2.99
2023-09-20,3285,True,False,
2023-09-27,3285,False,True,2.99
2023-10-04,3285,False,False,2.99
2023-09-25,3297,True,False,
2023-09-03,3303,True,False,
2023-09-10,3303,False,True,2.99
2023-09-07,3324,True,False,
2023-09-05,3325,True,False,
2023-09-12,3325,False,True,2.99
2023-09-19,3325,False,False,2.99
2023-09-29,3329,True,False,
2023-09-26,3330,True,False,
2023-09-18,3346,True,False,
2023-09-25,3346,False,True,2.99
2023-10-02,3346,False,False,2.99
2023-09-02,3348,True,False,
2023-09-07,3361,True,False,
2023-09-30,3377,True,False,
2023-10-07,3377,False,True,2.99
2023-10-14,3377,False,False,2.99
2023-10-28,3377,False,False,2.99
2023-11-11,3377,False,False,2.99
