user_id,segment,install_date
315,0,2023-09-12
316,2,2023-09-29
317,0,2023-09-22
318,1,2023-09-08
319,0,2023-09-24
320,1,2023-09-18
321,2,2023-09-29
322,0,2023-09-03
323,1,2023-09-27
324,0,2023-09-04
325,0,2023-09-18
326,1,2023-09-21
327,1,2023-09-29
328,1,2023-09-15
329,0,2023-09-02
330,0,2023-09-06
331,2,2023-09-20
332,2,2023-09-19
333,0,2023-09-13
334,1,2023-09-11
335,1,2023-09-18
336,0,2023-09-25
337,2,2023-09-19
338,2,2023-09-25
339,0,2023-09-16
340,1,2023-09-19
341,0,2023-09-04
342,1,2023-09-14
343,2,2023-09-22
344,2,2023-09-18
345,1,2023-09-15
346,0,2023-09-12
347,2,2023-09-04
348,2,2023-09-26
349,0,2023-09-19
350,2,2023-09-25
351,2,2023-09-27
352,1,2023-09-20
353,1,2023-09-16
354,1,2023-09-09
355,2,2023-09-28
356,0,2023-09-25
357,0,2023-09-22
358,2,2023-09-21
359,0,2023-09-19
360,2,2023-09-26
361,1,2023-09-08
362,1,2023-09-25
363,0,2023-09-25
364,1,2023-09-09
365,1,2023-09-17
366,1,2023-09-25
367,2,2023-09-03
368,2,2023-09-10
369,0,2023-09-22
370,0,2023-09-29
371,1,2023-09-23
372,0,2023-09-05
373,2,2023-09-09
374,2,2023-09-12
375,0,2023-09-10
376,0,2023-09-21
377,2,2023-09-14
378,2,2023-09-17
379,0,2023-09-17
380,2,2023-09-23
381,0,2023-09-19
382,2,2023-09-26
383,0,2023-09-10
384,2,2023-09-12
385,2,2023-09-01
386,1,2023-09-21
387,1,2023-09-07
388,0,2023-09-07
389,1,2023-09-19
390,0,2023-09-17
391,1,2023-09-02
392,2,2023-09-16
393,1,2023-09-08
394,1,2023-09-11
395,1,2023-09-15
396,0,2023-09-15
397,0,2023-09-24
398,1,2023-09-15
399,2,2023-09-06
400,2,2023-09-05
401,2,2023-09-03
402,2,2023-09-03
403,1,2023-09-22
404,1,2023-09-29
405,0,2023-09-15
406,1,2023-09-25
407,1,2023-09-08
408,0,2023-09-06
409,1,2023-09-04
410,1,2023-09-08
411,1,2023-09-25
412,1,2023-09-04
413,1,2023-09-29
414,1,2023-09-20
415,2,2023-09-27
416,1,2023-09-16
417,0,2023-09-11
418,1,2023-09-03
419,1,2023-09-11
420,1,2023-09-23
421,1,2023-09-23
422,0,2023-09-05
423,0,2023-09-08
424,2,2023-09-24
425,2,2023-09-17
426,1,2023-09-26
427,1,2023-09-20
428,1,2023-09-07
429,1,2023-09-26
430,2,2023-09-02
431,1,2023-09-11
432,1,2023-09-25
433,0,2023-09-17
434,2,2023-09-23
435,0,2023-09-20
436,1,2023-09-06
437,0,2023-09-21
438,1,2023-09-18
439,0,2023-09-29
440,0,2023-09-25
441,2,2023-09-12
442,2,2023-09-21
443,2,2023-09-09
444,1,2023-09-24
445,2,2023-09-13
446,0,2023-09-20
447,0,2023-09-19
448,2,2023-09-11
449,1,2023-09-25
450,0,2023-09-21
451,1,2023-09-29
452,2,2023-09-10
453,0,2023-09-20
454,2,2023-09-24
455,0,2023-09-08
456,2,2023-09-08
457,0,2023-09-09
458,2,2023-09-12
459,2,2023-09-21
460,1,2023-09-06
461,2,2023-09-25
462,2,2023-09-20
463,1,2023-09-14
464,1,2023-09-18
465,2,2023-09-20
466,0,2023-09-07
467,1,2023-09-08
468,1,2023-09-24
469,0,2023-09-05
470,0,2023-09-11
471,1,2023-09-27
472,2,2023-09-04
473,0,2023-09-13
474,0,2023-09-07
475,2,2023-09-12
476,0,2023-09-17
477,0,2023-09-20
478,0,2023-09-11
479,1,2023-09-04
480,1,2023-09-27
481,0,2023-09-22
482,2,2023-09-05
483,0,2023-09-12
484,2,2023-09-22
485,1,2023-09-25
486,1,2023-09-18
487,2,2023-09-08
488,2,2023-09-26
489,2,2023-09-25
490,2,2023-09-28
491,2,2023-09-11
492,0,2023-09-04
493,1,2023-09-25
494,2,2023-09-22
495,1,2023-09-02
496,0,2023-09-28
497,0,2023-09-07
498,0,2023-09-21
499,1,2023-09-27
500,0,2023-09-27
501,0,2023-09-23
502,0,2023-09-15
503,1,2023-09-08
504,2,2023-09-20
505,2,2023-09-27
506,2,2023-09-20
507,0,2023-09-17
508,0,2023-09-11
509,0,2023-09-02
510,2,2023-09-04
511,0,2023-09-24
512,0,2023-09-19
513,2,2023-09-23
514,0,2023-09-09
515,2,2023-09-24
516,2,2023-09-10
517,2,2023-09-05
518,1,2023-09-21
519,1,2023-09-27
520,2,2023-09-21
521,0,2023-09-20
522,0,2023-09-19
523,1,2023-09-26
524,1,2023-09-07
525,1,2023-09-23
526,0,2023-09-03
527,2,2023-09-24
528,2,2023-09-29
529,1,2023-09-12
530,1,2023-09-24
531,1,2023-09-07
532,0,2023-09-10
533,1,2023-09-26
534,2,2023-09-22
535,0,2023-09-07
536,2,2023-09-15
537,2,2023-09-15
538,2,2023-09-10
539,0,2023-09-06
540,1,2023-09-13
541,2,2023-09-14
542,1,2023-09-09
543,2,2023-09-06
544,0,2023-09-15
545,2,2023-09-24
546,0,2023-09-09
547,2,2023-09-08
548,0,2023-09-15
549,2,2023-09-22
550,2,2023-09-08
551,1,2023-09-05
552,2,2023-09-06
553,2,2023-09-13
554,2,2023-09-23
555,2,2023-09-14
556,0,2023-09-26
557,0,2023-09-15
558,2,2023-09-02
559,0,2023-09-21
560,2,2023-09-01
561,0,2023-09-20
562,0,2023-09-25
563,2,2023-09-08
564,2,2023-09-25
565,1,2023-09-20
566,0,2023-09-26
567,1,2023-09-06
568,2,2023-09-18
569,2,2023-09-17
570,0,2023-09-10
571,0,2023-09-17
572,1,2023-09-22
573,1,2023-09-13
574,2,2023-09-20
575,1,2023-09-01
576,1,2023-09-20
577,0,2023-09-09
578,2,2023-09-14
579,1,2023-09-09
580,0,2023-09-12
581,0,2023-09-02
582,2,2023-09-29
583,0,2023-09-02
584,0,2023-09-10
585,0,2023-09-10
586,0,2023-09-18
587,0,2023-09-29
588,0,2023-09-01
589,1,2023-09-14
590,0,2023-09-20
591,1,2023-09-02
592,0,2023-09-26
593,2,2023-09-15
594,1,2023-09-11
595,1,2023-09-04
596,0,2023-09-11
597,2,2023-09-24
598,1,2023-09-08
599,2,2023-09-12
600,0,2023-09-09
601,0,2023-09-01
602,0,2023-09-04
603,2,2023-09-24
604,2,2023-09-24
605,0,2023-09-24
606,0,2023-09-16
607,1,2023-09-24
608,0,2023-09-03
609,1,2023-09-06
610,1,2023-09-04
611,1,2023-09-04
612,2,2023-09-16
613,0,2023-09-23
614,2,2023-09-06
615,0,2023-09-27
616,1,2023-09-04
617,0,2023-09-24
618,2,2023-09-13
619,2,2023-09-14
620,2,2023-09-20
621,1,2023-09-03
622,2,2023-09-06
623,1,2023-09-27
624,1,2023-09-11
625,0,2023-09-01
626,1,2023-09-15
627,1,2023-09-12
628,0,2023-09-24
629,1,2023-09-03
630,2,2023-09-10
631,2,2023-09-04
632,1,2023-09-17
633,2,2023-09-07
634,2,2023-09-18
635,0,2023-09-27
636,2,2023-09-11
637,2,2023-09-10
638,2,2023-09-07
639,1,2023-09-02
640,1,2023-09-07
641,1,2023-09-26
642,1,2023-09-25
643,0,2023-09-17
644,2,2023-09-20
645,2,2023-09-21
646,2,2023-09-04
647,1,2023-09-28
648,1,2023-09-12
649,1,2023-09-19
650,0,2023-09-26
651,2,2023-09-27
652,0,2023-09-26
653,0,2023-09-28
654,1,2023-09-06
655,2,2023-09-28
656,0,2023-09-02
657,2,2023-09-02
658,2,2023-09-01
659,0,2023-09-10
660,1,2023-09-17
661,1,2023-09-27
662,2,2023-09-05
663,2,2023-09-01
664,2,2023-09-11
665,2,2023-09-27
666,0,2023-09-17
667,0,2023-09-15
668,1,2023-09-23
669,2,2023-09-13
670,2,2023-09-16
671,1,2023-09-21
672,0,2023-09-24
673,1,2023-09-22
674,1,2023-09-29
675,0,2023-09-11
676,0,2023-09-06
677,2,2023-09-14
678,2,2023-09-23
679,1,2023-09-15
680,1,2023-09-28
681,1,2023-09-26
682,1,2023-09-11
683,0,2023-09-21
684,2,2023-09-21
685,0,2023-09-26
686,0,2023-09-03
687,1,2023-09-28
688,2,2023-09-28
689,1,2023-09-17
690,0,2023-09-15
691,1,2023-09-03
692,2,2023-09-05
693,1,2023-09-18
694,2,2023-09-09
695,2,2023-09-20
696,2,2023-09-08
697,0,2023-09-11
698,0,2023-09-02
699,1,2023-09-01
700,2,2023-09-07
701,0,2023-09-04
702,1,2023-09-08
703,1,2023-09-20
704,1,2023-09-24
705,2,2023-09-03
706,2,2023-09-03
707,2,2023-09-07
708,1,2023-09-24
709,0,2023-09-28
710,1,2023-09-28
711,0,2023-09-28
712,0,2023-09-10
713,2,2023-09-12
714,1,2023-09-21
715,0,2023-09-19
716,2,2023-09-11
717,0,2023-09-13
718,2,2023-09-22
719,0,2023-09-06
720,2,2023-09-12
721,1,2023-09-21
722,0,2023-09-05
723,2,2023-09-14
724,2,2023-09-27
725,2,2023-09-12
726,0,2023-09-06
727,0,2023-09-16
728,0,2023-09-23
729,1,2023-09-10
730,0,2023-09-23
731,2,2023-09-12
732,0,2023-09-19
733,0,2023-09-22
734,1,2023-09-10
735,1,2023-09-28
736,1,2023-09-24
737,1,2023-09-14
738,0,2023-09-13
739,2,2023-09-12
740,0,2023-09-20
741,2,2023-09-07
742,0,2023-09-26
743,1,2023-09-22
744,2,2023-09-26
745,1,2023-09-28
746,1,2023-09-28
747,1,2023-09-25
748,0,2023-09-17
749,2,2023-09-04
750,0,2023-09-16
751,0,2023-09-08
752,1,2023-09-29
753,1,2023-09-12
754,0,2023-09-12
755,0,2023-09-21
756,2,2023-09-20
757,1,2023-09-17
758,0,2023-09-26
759,1,2023-09-18
760,2,2023-09-21
761,0,2023-09-09
762,0,2023-09-14
763,0,2023-09-19
764,0,2023-09-02
765,1,2023-09-29
766,2,2023-09-18
767,2,2023-09-08
768,1,2023-09-05
769,2,2023-09-27
770,0,2023-09-22
771,1,2023-09-03
772,2,2023-09-16
773,1,2023-09-18
774,0,2023-09-23
775,1,2023-09-22
776,0,2023-09-15
777,1,2023-09-13
778,0,2023-09-12
779,1,2023-09-25
780,2,2023-09-25
781,0,2023-09-03
782,2,2023-09-10
783,0,2023-09-11
784,0,2023-09-16
785,1,2023-09-22
786,0,2023-09-14
787,2,2023-09-03
788,1,2023-09-04
789,2,2023-09-08
790,1,2023-09-27
791,1,2023-09-08
792,1,2023-09-01
793,0,2023-09-14
794,2,2023-09-05
795,1,2023-09-21
796,0,2023-09-01
797,2,2023-09-18
798,2,2023-09-09
799,0,2023-09-16
800,0,2023-09-18
801,1,2023-09-11
802,2,2023-09-10
803,2,2023-09-09
804,0,2023-09-22
805,2,2023-09-15
806,2,2023-09-28
807,1,2023-09-09
808,2,2023-09-22
809,2,2023-09-21
810,0,2023-09-20
811,0,2023-09-02
812,1,2023-09-23
813,2,2023-09-08
814,2,2023-09-06
815,1,2023-09-04
816,0,2023-09-24
817,1,2023-09-11
818,0,2023-09-13
819,1,2023-09-27
820,1,2023-09-27
821,1,2023-09-12
822,0,2023-09-02
823,1,2023-09-22
824,1,2023-09-15
825,2,2023-09-18
826,1,2023-09-06
827,2,2023-09-24
828,0,2023-09-06
829,0,2023-09-08
830,1,2023-09-13
831,2,2023-09-06
832,0,2023-09-14
833,1,2023-09-16
834,2,2023-09-09
835,0,2023-09-23
836,1,2023-09-28
837,1,2023-09-22
838,1,2023-09-25
839,2,2023-09-14
840,2,2023-09-11
841,0,2023-09-29
842,2,2023-09-21
843,2,2023-09-22
844,0,2023-09-22
845,2,2023-09-24
846,1,2023-09-21
847,1,2023-09-01
848,0,2023-09-15
849,0,2023-09-14
850,0,2023-09-02
851,1,2023-09-02
852,2,2023-09-09
853,0,2023-09-17
854,2,2023-09-08
855,0,2023-09-26
856,0,2023-09-14
857,2,2023-09-05
858,1,2023-09-01
859,1,2023-09-29
860,1,2023-09-16
861,0,2023-09-04
862,2,2023-09-04
863,1,2023-09-24
864,1,2023-09-27
865,0,2023-09-17
866,2,2023-09-18
867,1,2023-09-27
868,0,2023-09-27
869,0,2023-09-22
870,1,2023-09-20
871,2,2023-09-22
872,1,2023-09-03
873,0,2023-09-15
874,0,2023-09-13
875,1,2023-09-24
876,0,2023-09-14
877,1,2023-09-18
878,0,2023-09-15
879,2,2023-09-08
880,1,2023-09-11
881,1,2023-09-19
882,0,2023-09-22
883,2,2023-09-01
884,2,2023-09-08
885,1,2023-09-28
886,2,2023-09-19
887,2,2023-09-28
888,2,2023-09-07
889,2,2023-09-12
890,2,2023-09-20
891,1,2023-09-20
892,2,2023-09-05
893,2,2023-09-16
894,0,2023-09-07
895,1,2023-09-03
896,2,2023-09-26
897,1,2023-09-25
898,1,2023-09-04
899,0,2023-09-29
900,2,2023-09-16
901,2,2023-09-17
902,1,2023-09-04
903,2,2023-09-22
904,2,2023-09-05
905,2,2023-09-12
906,1,2023-09-14
907,0,2023-09-07
908,1,2023-09-22
909,1,2023-09-04
910,0,2023-09-10
911,1,2023-09-27
912,2,2023-09-16
913,2,2023-09-18
914,1,2023-09-12
915,2,2023-09-18
916,1,2023-09-21
917,1,2023-09-01
918,2,2023-09-24
919,2,2023-09-22
920,0,2023-09-13
921,1,2023-09-16
922,1,2023-09-17
923,0,2023-09-08
924,0,2023-09-14
925,2,2023-09-10
926,1,2023-09-21
927,0,2023-09-20
928,1,2023-09-09
929,2,2023-09-16
930,0,2023-09-25
931,1,2023-09-17
932,2,2023-09-10
933,1,2023-09-26
934,1,2023-09-13
935,2,2023-09-07
936,2,2023-09-13
937,1,2023-09-12
938,0,2023-09-10
939,0,2023-09-02
940,0,2023-09-20
941,0,2023-09-01
942,2,2023-09-08
943,2,2023-09-19
944,2,2023-09-11
945,1,2023-09-21
946,1,2023-09-10
947,0,2023-09-18
948,2,2023-09-16
949,1,2023-09-17
950,2,2023-09-28
951,2,2023-09-02
952,2,2023-09-10
953,2,2023-09-21
954,1,2023-09-13
955,2,2023-09-11
956,0,2023-09-09
957,1,2023-09-09
958,2,2023-09-16
959,2,2023-09-29
960,0,2023-09-12
961,2,2023-09-14
962,1,2023-09-19
963,1,2023-09-15
964,1,2023-09-22
965,0,2023-09-22
966,1,2023-09-25
967,2,2023-09-26
968,1,2023-09-27
969,0,2023-09-03
970,1,2023-09-11
971,0,2023-09-02
972,0,2023-09-25
973,1,2023-09-27
974,1,2023-09-11
975,1,2023-09-06
976,0,2023-09-19
977,2,2023-09-14
978,0,2023-09-06
979,1,2023-09-09
980,0,2023-09-04
981,1,2023-09-28
982,0,2023-09-29
983,1,2023-09-08
984,0,2023-09-16
985,1,2023-09-23
986,2,2023-09-27
987,2,2023-09-16
988,0,2023-09-25
989,2,2023-09-01
990,1,2023-09-04
991,2,2023-09-01
992,1,2023-09-26
993,1,2023-09-15
994,0,2023-09-23
995,2,2023-09-29
996,0,2023-09-13
997,0,2023-09-01
998,0,2023-09-22
999,0,2023-09-08
1000,1,2023-09-24
1001,2,2023-09-23
1002,1,2023-09-10
1003,1,2023-09-27
1004,1,2023-09-08
1005,2,2023-09-10
1006,0,2023-09-04
1007,2,2023-09-04
1008,0,2023-09-24
1009,2,2023-09-20
1010,1,2023-09-14
1011,1,2023-09-25
1012,0,2023-09-08
1013,1,2023-09-02
1014,0,2023-09-12
1015,1,2023-09-14
1016,2,2023-09-05
1017,2,2023-09-16
1018,1,2023-09-10
1019,0,2023-09-12
1020,2,2023-09-09
1021,0,2023-09-25
1022,0,2023-09-02
1023,2,2023-09-20
1024,0,2023-09-01
1025,0,2023-09-02
1026,0,2023-09-23
1027,1,2023-09-15
1028,0,2023-09-02
1029,2,2023-09-02
1030,1,2023-09-06
1031,0,2023-09-22
1032,2,2023-09-26
1033,1,2023-09-19
1034,2,2023-09-25
1035,0,2023-09-16
1036,2,2023-09-14
1037,1,2023-09-03
1038,2,2023-09-22
1039,2,2023-09-26
1040,2,2023-09-15
1041,2,2023-09-15
1042,0,2023-09-21
1043,2,2023-09-22
1044,0,2023-09-08
1045,2,2023-09-06
1046,2,2023-09-14
1047,1,2023-09-27
1048,0,2023-09-24
1049,1,2023-09-24
1050,2,2023-09-09
1051,0,2023-09-25
1052,0,2023-09-03
1053,0,2023-09-03
1054,1,2023-09-18
1055,2,2023-09-20
1056,2,2023-09-15
1057,0,2023-09-12
1058,0,2023-09-26
1059,1,2023-09-18
1060,1,2023-09-21
1061,0,2023-09-21
1062,1,2023-09-19
1063,2,2023-09-13
1064,0,2023-09-10
1065,1,2023-09-08
1066,2,2023-09-21
1067,2,2023-09-16
1068,0,2023-09-19
1069,1,2023-09-08
1070,2,2023-09-06
1071,0,2023-09-28
1072,1,2023-09-18
1073,2,2023-09-01
1074,2,2023-09-16
1075,1,2023-09-19
1076,2,2023-09-20
1077,1,2023-09-01
1078,1,2023-09-04
1079,0,2023-09-12
1080,0,2023-09-05
1081,2,2023-09-28
1082,0,2023-09-26
1083,1,2023-09-25
1084,2,2023-09-14
1085,0,2023-09-11
1086,0,2023-09-25
1087,1,2023-09-26
1088,1,2023-09-06
1089,1,2023-09-28
1090,2,2023-09-03
1091,2,2023-09-14
1092,0,2023-09-02
1093,2,2023-09-12
1094,1,2023-09-09
1095,2,2023-09-23
1096,2,2023-09-14
1097,1,2023-09-04
1098,0,2023-09-15
1099,1,2023-09-17
1100,1,2023-09-24
1101,0,2023-09-12
1102,0,2023-09-22
1103,1,2023-09-28
1104,0,2023-09-20
1105,1,2023-09-16
1106,1,2023-09-25
1107,2,2023-09-02
1108,0,2023-09-02
1109,1,2023-09-23
1110,0,2023-09-27
1111,2,2023-09-17
1112,0,2023-09-03
1113,1,2023-09-18
1114,2,2023-09-23
1115,1,2023-09-01
1116,2,2023-09-29
1117,2,2023-09-09
1118,1,2023-09-24
1119,1,2023-09-08
1120,1,2023-09-18
1121,2,2023-09-26
1122,1,2023-09-25
1123,2,2023-09-05
1124,0,2023-09-10
1125,1,2023-09-01
1126,1,2023-09-29
1127,2,2023-09-25
1128,1,2023-09-02
1129,2,2023-09-11
1130,0,2023-09-01
1131,0,2023-09-19
1132,2,2023-09-26
1133,0,2023-09-03
1134,1,2023-09-28
1135,2,2023-09-25
1136,0,2023-09-01
1137,1,2023-09-11
1138,2,2023-09-14
1139,2,2023-09-14
1140,1,2023-09-26
1141,0,2023-09-20
1142,0,2023-09-18
1143,1,2023-09-22
1144,0,2023-09-14
1145,0,2023-09-10
1146,1,2023-09-11
1147,2,2023-09-13
1148,2,2023-09-01
1149,0,2023-09-13
1150,0,2023-09-10
1151,1,2023-09-05
1152,0,2023-09-11
1153,0,2023-09-17
1154,1,2023-09-25
1155,2,2023-09-23
1156,0,2023-09-17
1157,0,2023-09-18
1158,1,2023-09-17
1159,1,2023-09-10
1160,1,2023-09-22
1161,0,2023-09-02
1162,2,2023-09-13
1163,1,2023-09-07
1164,0,2023-09-27
1165,0,2023-09-26
1166,2,2023-09-24
1167,2,2023-09-28
1168,2,2023-09-25
1169,1,2023-09-28
1170,2,2023-09-20
1171,0,2023-09-05
1172,1,2023-09-11
1173,1,2023-09-20
1174,2,2023-09-13
1175,2,2023-09-08
1176,1,2023-09-13
1177,2,2023-09-22
1178,2,2023-09-02
1179,0,2023-09-14
1180,0,2023-09-26
1181,2,2023-09-14
1182,2,2023-09-11
1183,0,2023-09-27
1184,2,2023-09-04
1185,1,2023-09-11
1186,2,2023-09-28
1187,2,2023-09-25
1188,2,2023-09-25
1189,0,2023-09-23
1190,2,2023-09-22
1191,2,2023-09-17
1192,2,2023-09-14
1193,2,2023-09-11
1194,2,2023-09-19
1195,1,2023-09-17
1196,0,2023-09-18
1197,1,2023-09-27
1198,2,2023-09-04
1199,1,2023-09-06
1200,2,2023-09-07
1201,1,2023-09-11
1202,1,2023-09-20
1203,1,2023-09-05
1204,2,2023-09-10
1205,0,2023-09-04
1206,1,2023-09-19
1207,2,2023-09-02
1208,1,2023-09-05
1209,2,2023-09-19
1210,0,2023-09-11
1211,0,2023-09-24
1212,2,2023-09-22
1213,0,2023-09-14
1214,0,2023-09-16
1215,0,2023-09-02
1216,2,2023-09-17
1217,1,2023-09-08
1218,2,2023-09-15
1219,1,2023-09-15
1220,1,2023-09-02
1221,2,2023-09-03
1222,1,2023-09-12
1223,2,2023-09-12
1224,0,2023-09-06
1225,1,2023-09-12
1226,1,2023-09-19
1227,0,2023-09-25
1228,1,2023-09-15
1229,0,2023-09-27
1230,2,2023-09-17
1231,2,2023-09-28
1232,1,2023-09-27
1233,2,2023-09-02
1234,2,2023-09-04
1235,1,2023-09-05
1236,1,2023-09-22
1237,2,2023-09-23
1238,2,2023-09-10
1239,2,2023-09-01
1240,0,2023-09-02
1241,0,2023-09-05
1242,2,2023-09-06
1243,2,2023-09-10
1244,0,2023-09-29
1245,2,2023-09-24
1246,1,2023-09-29
1247,1,2023-09-01
1248,1,2023-09-04
